Step,AgentID,Steps to fire up
3,"(40, 68)",-1
3,"(40, 69)",-1
3,"(40, 70)",-1
3,"(40, 71)",-1
3,"(40, 72)",-1
3,"(40, 73)",-1
3,"(40, 76)",-1
3,"(40, 78)",-1
3,"(40, 79)",-1
3,"(40, 80)",-1
3,"(40, 81)",-1
3,"(40, 83)",-1
3,"(40, 84)",-1
3,"(40, 85)",-1
3,"(40, 86)",-1
3,"(40, 87)",-1
3,"(40, 88)",-1
3,"(40, 89)",-1
3,"(40, 90)",-1
3,"(40, 92)",-1
3,"(40, 93)",-1
3,"(40, 94)",-1
3,"(40, 97)",-1
3,"(40, 98)",-1
3,"(41, 0)",-1
3,"(41, 1)",-1
3,"(41, 3)",-1
3,"(41, 4)",-1
3,"(41, 5)",-1
3,"(41, 6)",-1
3,"(41, 7)",-1
3,"(41, 8)",-1
3,"(41, 10)",-1
3,"(41, 11)",-1
3,"(41, 15)",-1
3,"(41, 17)",-1
3,"(41, 18)",-1
3,"(41, 19)",-1
3,"(41, 21)",-1
3,"(41, 22)",-1
3,"(41, 23)",-1
3,"(41, 24)",-1
3,"(41, 25)",-1
3,"(41, 27)",-1
3,"(41, 28)",-1
3,"(41, 29)",-1
3,"(41, 30)",-1
3,"(41, 32)",-1
3,"(41, 33)",-1
3,"(41, 34)",-1
3,"(41, 36)",-1
3,"(41, 37)",-1
3,"(41, 38)",-1
3,"(41, 40)",-1
3,"(41, 41)",-1
3,"(41, 42)",-1
3,"(41, 43)",-1
3,"(41, 44)",-1
3,"(41, 45)",-1
3,"(41, 46)",-1
3,"(41, 47)",-1
3,"(41, 48)",-1
3,"(41, 49)",-1
3,"(41, 50)",-1
3,"(41, 51)",-1
3,"(41, 52)",-1
3,"(41, 53)",-1
3,"(41, 54)",-1
3,"(41, 55)",-1
3,"(41, 56)",-1
3,"(41, 57)",-1
3,"(41, 58)",-1
3,"(41, 60)",-1
3,"(41, 61)",-1
3,"(41, 62)",-1
3,"(41, 63)",-1
3,"(41, 68)",-1
3,"(41, 69)",-1
3,"(41, 70)",-1
3,"(41, 71)",-1
3,"(41, 72)",-1
3,"(41, 73)",-1
3,"(41, 74)",-1
3,"(41, 79)",-1
3,"(41, 80)",-1
3,"(41, 81)",-1
3,"(41, 82)",-1
3,"(41, 83)",-1
3,"(41, 86)",-1
3,"(41, 87)",-1
3,"(41, 88)",-1
3,"(41, 89)",-1
3,"(41, 90)",-1
3,"(41, 91)",-1
3,"(41, 92)",-1
3,"(41, 94)",-1
3,"(41, 96)",-1
3,"(41, 97)",-1
3,"(41, 99)",-1
3,"(42, 0)",-1
3,"(42, 2)",-1
3,"(42, 3)",-1
3,"(42, 5)",-1
3,"(42, 6)",-1
3,"(42, 7)",-1
3,"(42, 8)",-1
3,"(42, 9)",-1
3,"(42, 11)",-1
3,"(42, 12)",-1
3,"(42, 13)",-1
3,"(42, 14)",-1
3,"(42, 15)",-1
3,"(42, 16)",-1
3,"(42, 17)",-1
3,"(42, 18)",-1
3,"(42, 19)",-1
3,"(42, 21)",-1
3,"(42, 22)",-1
3,"(42, 23)",-1
3,"(42, 24)",-1
3,"(42, 25)",-1
3,"(42, 27)",-1
3,"(42, 28)",-1
3,"(42, 29)",-1
3,"(42, 30)",-1
3,"(42, 31)",-1
3,"(42, 32)",-1
3,"(42, 33)",-1
3,"(42, 35)",-1
3,"(42, 36)",-1
3,"(42, 38)",-1
3,"(42, 39)",-1
3,"(42, 40)",-1
3,"(42, 41)",-1
3,"(42, 42)",-1
3,"(42, 44)",-1
3,"(42, 45)",-1
3,"(42, 46)",-1
3,"(42, 47)",-1
3,"(42, 49)",-1
3,"(42, 50)",-1
3,"(42, 51)",-1
3,"(42, 52)",-1
3,"(42, 53)",-1
3,"(42, 54)",-1
3,"(42, 55)",-1
3,"(42, 57)",-1
3,"(42, 58)",-1
3,"(42, 59)",-1
3,"(42, 60)",-1
3,"(42, 61)",-1
3,"(42, 62)",-1
3,"(42, 63)",-1
3,"(42, 65)",-1
3,"(42, 66)",-1
3,"(42, 67)",-1
3,"(42, 69)",-1
3,"(42, 70)",-1
3,"(42, 71)",-1
3,"(42, 73)",-1
3,"(42, 74)",-1
3,"(42, 75)",-1
3,"(42, 76)",-1
3,"(42, 78)",-1
3,"(42, 79)",-1
3,"(42, 81)",-1
3,"(42, 82)",-1
3,"(42, 83)",-1
3,"(42, 84)",-1
3,"(42, 85)",-1
3,"(42, 86)",-1
3,"(42, 87)",-1
3,"(42, 88)",-1
3,"(42, 89)",-1
3,"(42, 90)",-1
3,"(42, 91)",-1
3,"(42, 93)",-1
3,"(42, 95)",-1
3,"(42, 96)",-1
3,"(42, 97)",-1
3,"(42, 98)",-1
3,"(42, 99)",-1
3,"(43, 0)",-1
3,"(43, 1)",-1
3,"(43, 2)",-1
3,"(43, 4)",-1
3,"(43, 5)",-1
3,"(43, 6)",-1
3,"(43, 8)",-1
3,"(43, 9)",-1
3,"(43, 11)",-1
3,"(43, 13)",-1
3,"(43, 14)",-1
3,"(43, 15)",-1
3,"(43, 16)",-1
3,"(43, 17)",-1
3,"(43, 18)",-1
3,"(43, 19)",-1
3,"(43, 22)",-1
3,"(43, 23)",-1
3,"(43, 24)",-1
3,"(43, 25)",-1
3,"(43, 26)",-1
3,"(43, 27)",-1
3,"(43, 28)",-1
3,"(43, 29)",-1
3,"(43, 30)",-1
3,"(43, 31)",-1
3,"(43, 32)",-1
3,"(43, 33)",-1
3,"(43, 34)",-1
3,"(43, 35)",-1
3,"(43, 36)",-1
3,"(43, 37)",-1
3,"(43, 38)",-1
3,"(43, 39)",-1
3,"(43, 40)",-1
3,"(43, 41)",-1
3,"(43, 42)",-1
3,"(43, 43)",-1
3,"(43, 45)",-1
3,"(43, 46)",-1
3,"(43, 47)",-1
3,"(43, 48)",-1
3,"(43, 49)",-1
3,"(43, 51)",-1
3,"(43, 53)",-1
3,"(43, 54)",-1
3,"(43, 55)",-1
3,"(43, 56)",-1
3,"(43, 57)",-1
3,"(43, 58)",-1
3,"(43, 59)",-1
3,"(43, 60)",-1
3,"(43, 62)",-1
3,"(43, 63)",-1
3,"(43, 64)",-1
3,"(43, 65)",-1
3,"(43, 66)",-1
3,"(43, 67)",-1
3,"(43, 68)",-1
3,"(43, 69)",-1
3,"(43, 70)",-1
3,"(43, 71)",-1
3,"(43, 72)",-1
3,"(43, 73)",-1
3,"(43, 74)",-1
3,"(43, 75)",-1
3,"(43, 76)",-1
3,"(43, 77)",-1
3,"(43, 78)",-1
3,"(43, 79)",-1
3,"(43, 82)",-1
3,"(43, 83)",-1
3,"(43, 85)",-1
3,"(43, 86)",-1
3,"(43, 87)",-1
3,"(43, 88)",-1
3,"(43, 89)",-1
3,"(43, 90)",-1
3,"(43, 93)",-1
3,"(43, 94)",-1
3,"(43, 96)",-1
3,"(43, 97)",-1
3,"(43, 98)",-1
3,"(43, 99)",-1
3,"(44, 1)",-1
3,"(44, 2)",-1
3,"(44, 3)",-1
3,"(44, 4)",-1
3,"(44, 5)",-1
3,"(44, 6)",-1
3,"(44, 7)",-1
3,"(44, 8)",-1
3,"(44, 9)",-1
3,"(44, 10)",-1
3,"(44, 11)",-1
3,"(44, 12)",-1
3,"(44, 13)",-1
3,"(44, 14)",-1
3,"(44, 15)",-1
3,"(44, 16)",-1
3,"(44, 18)",-1
3,"(44, 20)",-1
3,"(44, 21)",-1
3,"(44, 22)",-1
3,"(44, 23)",-1
3,"(44, 24)",-1
3,"(44, 25)",-1
3,"(44, 26)",-1
3,"(44, 27)",-1
3,"(44, 28)",-1
3,"(44, 29)",-1
3,"(44, 30)",-1
3,"(44, 32)",-1
3,"(44, 33)",-1
3,"(44, 34)",-1
3,"(44, 35)",-1
3,"(44, 36)",-1
3,"(44, 37)",-1
3,"(44, 38)",-1
3,"(44, 39)",-1
3,"(44, 40)",-1
3,"(44, 41)",-1
3,"(44, 42)",-1
3,"(44, 44)",-1
3,"(44, 46)",-1
3,"(44, 47)",-1
3,"(44, 48)",-1
3,"(44, 49)",-1
3,"(44, 50)",-1
3,"(44, 51)",-1
3,"(44, 52)",-1
3,"(44, 53)",-1
3,"(44, 54)",-1
3,"(44, 56)",-1
3,"(44, 57)",-1
3,"(44, 58)",-1
3,"(44, 59)",-1
3,"(44, 60)",-1
3,"(44, 61)",-1
3,"(44, 63)",-1
3,"(44, 64)",-1
3,"(44, 65)",-1
3,"(44, 66)",-1
3,"(44, 67)",-1
3,"(44, 69)",-1
3,"(44, 70)",-1
3,"(44, 71)",-1
3,"(44, 72)",-1
3,"(44, 73)",-1
3,"(44, 74)",-1
3,"(44, 75)",-1
3,"(44, 76)",-1
3,"(44, 77)",-1
3,"(44, 78)",-1
3,"(44, 80)",-1
3,"(44, 83)",-1
3,"(44, 84)",-1
3,"(44, 85)",-1
3,"(44, 86)",-1
3,"(44, 87)",-1
3,"(44, 88)",-1
3,"(44, 89)",-1
3,"(44, 90)",-1
3,"(44, 92)",-1
3,"(44, 93)",-1
3,"(44, 94)",-1
3,"(44, 95)",-1
3,"(44, 97)",-1
3,"(44, 98)",-1
3,"(44, 99)",-1
3,"(45, 1)",-1
3,"(45, 2)",-1
3,"(45, 3)",-1
3,"(45, 5)",-1
3,"(45, 6)",-1
3,"(45, 7)",-1
3,"(45, 8)",-1
3,"(45, 9)",-1
3,"(45, 10)",-1
3,"(45, 11)",-1
3,"(45, 12)",-1
3,"(45, 13)",-1
3,"(45, 14)",-1
3,"(45, 15)",-1
3,"(45, 16)",-1
3,"(45, 19)",-1
3,"(45, 20)",-1
3,"(45, 21)",-1
3,"(45, 22)",-1
3,"(45, 23)",-1
3,"(45, 24)",-1
3,"(45, 25)",-1
3,"(45, 26)",-1
3,"(45, 27)",-1
3,"(45, 28)",-1
3,"(45, 29)",-1
3,"(45, 31)",-1
3,"(45, 32)",-1
3,"(45, 33)",-1
3,"(45, 34)",-1
3,"(45, 36)",-1
3,"(45, 37)",-1
3,"(45, 38)",-1
3,"(45, 39)",-1
3,"(45, 40)",-1
3,"(45, 41)",-1
3,"(45, 42)",-1
3,"(45, 43)",-1
3,"(45, 44)",-1
3,"(45, 45)",-1
3,"(45, 46)",-1
3,"(45, 47)",-1
3,"(45, 48)",-1
3,"(45, 49)",-1
3,"(45, 50)",-1
3,"(45, 51)",-1
3,"(45, 52)",-1
3,"(45, 53)",-1
3,"(45, 54)",-1
3,"(45, 55)",-1
3,"(45, 56)",-1
3,"(45, 57)",-1
3,"(45, 58)",-1
3,"(45, 59)",-1
3,"(45, 60)",-1
3,"(45, 61)",-1
3,"(45, 62)",-1
3,"(45, 63)",-1
3,"(45, 64)",-1
3,"(45, 65)",-1
3,"(45, 66)",-1
3,"(45, 68)",-1
3,"(45, 70)",-1
3,"(45, 72)",-1
3,"(45, 73)",-1
3,"(45, 74)",-1
3,"(45, 75)",-1
3,"(45, 76)",-1
3,"(45, 77)",-1
3,"(45, 78)",-1
3,"(45, 79)",-1
3,"(45, 80)",-1
3,"(45, 82)",-1
3,"(45, 84)",-1
3,"(45, 85)",-1
3,"(45, 87)",-1
3,"(45, 88)",-1
3,"(45, 89)",-1
3,"(45, 90)",-1
3,"(45, 91)",-1
3,"(45, 93)",-1
3,"(45, 94)",-1
3,"(45, 95)",-1
3,"(45, 97)",-1
3,"(45, 98)",-1
3,"(45, 99)",-1
3,"(46, 0)",-1
3,"(46, 1)",-1
3,"(46, 2)",-1
3,"(46, 3)",-1
3,"(46, 4)",-1
3,"(46, 5)",-1
3,"(46, 7)",-1
3,"(46, 8)",-1
3,"(46, 9)",-1
3,"(46, 10)",-1
3,"(46, 11)",-1
3,"(46, 12)",-1
3,"(46, 13)",-1
3,"(46, 14)",-1
3,"(46, 15)",-1
3,"(46, 16)",-1
3,"(46, 17)",-1
3,"(46, 18)",-1
3,"(46, 19)",-1
3,"(46, 20)",-1
3,"(46, 22)",-1
3,"(46, 23)",-1
3,"(46, 24)",-1
3,"(46, 25)",-1
3,"(46, 26)",-1
3,"(46, 27)",-1
3,"(46, 28)",-1
3,"(46, 29)",-1
3,"(46, 30)",-1
3,"(46, 32)",-1
3,"(46, 33)",-1
3,"(46, 34)",-1
3,"(46, 36)",-1
3,"(46, 37)",-1
3,"(46, 38)",-1
3,"(46, 40)",-1
3,"(46, 41)",-1
3,"(46, 42)",-1
3,"(46, 45)",-1
3,"(46, 46)",-1
3,"(46, 47)",-1
3,"(46, 48)",-1
3,"(46, 49)",-1
3,"(46, 50)",-1
3,"(46, 51)",-1
3,"(46, 52)",-1
3,"(46, 53)",-1
3,"(46, 54)",-1
3,"(46, 55)",-1
3,"(46, 56)",-1
3,"(46, 57)",-1
3,"(46, 58)",-1
3,"(46, 59)",-1
3,"(46, 61)",-1
3,"(46, 62)",-1
3,"(46, 63)",-1
3,"(46, 64)",-1
3,"(46, 65)",-1
3,"(46, 66)",-1
3,"(46, 67)",-1
3,"(46, 68)",-1
3,"(46, 69)",-1
3,"(46, 70)",-1
3,"(46, 71)",-1
3,"(46, 73)",-1
3,"(46, 75)",-1
3,"(46, 76)",-1
3,"(46, 77)",-1
3,"(46, 78)",-1
3,"(46, 79)",-1
3,"(46, 80)",-1
3,"(46, 81)",-1
3,"(46, 82)",-1
3,"(46, 83)",-1
3,"(46, 85)",-1
3,"(46, 86)",-1
3,"(46, 87)",-1
3,"(46, 88)",-1
3,"(46, 89)",-1
3,"(46, 90)",-1
3,"(46, 91)",-1
3,"(46, 94)",-1
3,"(46, 95)",-1
3,"(46, 96)",-1
3,"(46, 97)",-1
3,"(46, 98)",-1
3,"(46, 99)",-1
3,"(47, 0)",-1
3,"(47, 1)",-1
3,"(47, 2)",-1
3,"(47, 3)",-1
3,"(47, 4)",-1
3,"(47, 5)",-1
3,"(47, 7)",-1
3,"(47, 8)",-1
3,"(47, 9)",-1
3,"(47, 10)",-1
3,"(47, 11)",-1
3,"(47, 12)",-1
3,"(47, 13)",-1
3,"(47, 14)",-1
3,"(47, 16)",-1
3,"(47, 20)",-1
3,"(47, 21)",-1
3,"(47, 22)",-1
3,"(47, 23)",-1
3,"(47, 24)",-1
3,"(47, 25)",-1
3,"(47, 26)",-1
3,"(47, 27)",-1
3,"(47, 28)",-1
3,"(47, 29)",-1
3,"(47, 31)",-1
3,"(47, 32)",-1
3,"(47, 33)",-1
3,"(47, 34)",-1
3,"(47, 35)",-1
3,"(47, 36)",-1
3,"(47, 37)",-1
3,"(47, 38)",-1
3,"(47, 39)",-1
3,"(47, 41)",-1
3,"(47, 42)",-1
3,"(47, 44)",-1
3,"(47, 45)",-1
3,"(47, 46)",-1
3,"(47, 47)",-1
3,"(47, 48)",-1
3,"(47, 49)",-1
3,"(47, 50)",-1
3,"(47, 51)",-1
3,"(47, 52)",-1
3,"(47, 53)",-1
3,"(47, 54)",-1
3,"(47, 55)",-1
3,"(47, 58)",-1
3,"(47, 59)",-1
3,"(47, 60)",-1
3,"(47, 61)",-1
3,"(47, 62)",-1
3,"(47, 63)",-1
3,"(47, 64)",-1
3,"(47, 65)",-1
3,"(47, 66)",-1
3,"(47, 67)",-1
3,"(47, 71)",-1
3,"(47, 72)",-1
3,"(47, 73)",-1
3,"(47, 74)",-1
3,"(47, 76)",-1
3,"(47, 78)",-1
3,"(47, 79)",-1
3,"(47, 80)",-1
3,"(47, 81)",-1
3,"(47, 83)",-1
3,"(47, 85)",-1
3,"(47, 86)",-1
3,"(47, 87)",-1
3,"(47, 88)",-1
3,"(47, 89)",-1
3,"(47, 91)",-1
3,"(47, 94)",-1
3,"(47, 95)",-1
3,"(47, 96)",-1
3,"(47, 97)",-1
3,"(47, 98)",-1
3,"(47, 99)",-1
3,"(48, 0)",-1
3,"(48, 1)",-1
3,"(48, 2)",-1
3,"(48, 6)",-1
3,"(48, 7)",-1
3,"(48, 8)",-1
3,"(48, 9)",-1
3,"(48, 10)",-1
3,"(48, 11)",-1
3,"(48, 12)",-1
3,"(48, 14)",-1
3,"(48, 15)",-1
3,"(48, 16)",-1
3,"(48, 17)",-1
3,"(48, 18)",-1
3,"(48, 19)",-1
3,"(48, 20)",-1
3,"(48, 21)",-1
3,"(48, 22)",-1
3,"(48, 24)",-1
3,"(48, 26)",-1
3,"(48, 27)",-1
3,"(48, 28)",-1
3,"(48, 30)",-1
3,"(48, 31)",-1
3,"(48, 32)",-1
3,"(48, 33)",-1
3,"(48, 34)",-1
3,"(48, 35)",-1
3,"(48, 36)",-1
3,"(48, 37)",-1
3,"(48, 40)",-1
3,"(48, 42)",-1
3,"(48, 44)",-1
3,"(48, 46)",-1
3,"(48, 47)",-1
3,"(48, 48)",-1
3,"(48, 49)",-1
3,"(48, 51)",-1
3,"(48, 52)",-1
3,"(48, 54)",-1
3,"(48, 55)",-1
3,"(48, 58)",-1
3,"(48, 59)",-1
3,"(48, 62)",-1
3,"(48, 63)",-1
3,"(48, 64)",-1
3,"(48, 65)",-1
3,"(48, 67)",-1
3,"(48, 68)",-1
3,"(48, 69)",-1
3,"(48, 70)",-1
3,"(48, 71)",-1
3,"(48, 73)",-1
3,"(48, 74)",-1
3,"(48, 75)",-1
3,"(48, 76)",-1
3,"(48, 77)",-1
3,"(48, 78)",-1
3,"(48, 79)",-1
3,"(48, 80)",-1
3,"(48, 81)",-1
3,"(48, 83)",-1
3,"(48, 84)",-1
3,"(48, 85)",-1
3,"(48, 87)",-1
3,"(48, 88)",-1
3,"(48, 89)",-1
3,"(48, 90)",-1
3,"(48, 91)",-1
3,"(48, 93)",-1
3,"(48, 94)",-1
3,"(48, 95)",-1
3,"(48, 96)",-1
3,"(48, 97)",-1
3,"(48, 98)",-1
3,"(48, 99)",-1
3,"(49, 0)",-1
3,"(49, 1)",-1
3,"(49, 2)",-1
3,"(49, 3)",-1
3,"(49, 4)",-1
3,"(49, 5)",-1
3,"(49, 6)",-1
3,"(49, 8)",-1
3,"(49, 9)",-1
3,"(49, 10)",-1
3,"(49, 11)",-1
3,"(49, 13)",-1
3,"(49, 14)",-1
3,"(49, 16)",-1
3,"(49, 17)",-1
3,"(49, 18)",-1
3,"(49, 20)",-1
3,"(49, 21)",-1
3,"(49, 22)",-1
3,"(49, 23)",-1
3,"(49, 24)",-1
3,"(49, 25)",-1
3,"(49, 26)",-1
3,"(49, 27)",-1
3,"(49, 28)",-1
3,"(49, 29)",-1
3,"(49, 30)",-1
3,"(49, 31)",-1
3,"(49, 32)",-1
3,"(49, 33)",-1
3,"(49, 34)",-1
3,"(49, 35)",-1
3,"(49, 36)",-1
3,"(49, 38)",-1
3,"(49, 39)",-1
3,"(49, 41)",-1
3,"(49, 42)",-1
3,"(49, 44)",-1
3,"(49, 45)",-1
3,"(49, 46)",-1
3,"(49, 49)",-1
3,"(49, 50)",-1
3,"(49, 51)",-1
3,"(49, 54)",-1
3,"(49, 57)",-1
3,"(49, 58)",-1
3,"(49, 60)",-1
3,"(49, 61)",-1
3,"(49, 62)",-1
3,"(49, 63)",-1
3,"(49, 64)",-1
3,"(49, 65)",-1
3,"(49, 68)",-1
3,"(49, 69)",-1
3,"(49, 70)",-1
3,"(49, 71)",-1
3,"(49, 74)",-1
3,"(49, 75)",-1
3,"(49, 76)",-1
3,"(49, 77)",-1
3,"(49, 78)",-1
3,"(49, 79)",-1
3,"(49, 80)",-1
3,"(49, 83)",-1
3,"(49, 84)",-1
3,"(49, 85)",-1
3,"(49, 86)",-1
3,"(49, 87)",-1
3,"(49, 91)",-1
3,"(49, 92)",-1
3,"(49, 93)",-1
3,"(49, 94)",-1
3,"(49, 95)",-1
3,"(50, 0)",-1
3,"(50, 1)",-1
3,"(50, 2)",-1
3,"(50, 3)",-1
3,"(50, 4)",-1
3,"(50, 5)",-1
3,"(50, 6)",-1
3,"(50, 7)",-1
3,"(50, 8)",-1
3,"(50, 10)",-1
3,"(50, 11)",-1
3,"(50, 13)",-1
3,"(50, 14)",-1
3,"(50, 15)",-1
3,"(50, 16)",-1
3,"(50, 17)",-1
3,"(50, 18)",-1
3,"(50, 19)",-1
3,"(50, 20)",-1
3,"(50, 22)",-1
3,"(50, 23)",-1
3,"(50, 24)",-1
3,"(50, 25)",-1
3,"(50, 27)",-1
3,"(50, 28)",-1
3,"(50, 29)",-1
3,"(50, 30)",-1
3,"(50, 32)",-1
3,"(50, 33)",-1
3,"(50, 34)",-1
3,"(50, 35)",-1
3,"(50, 36)",-1
3,"(50, 37)",-1
3,"(50, 39)",-1
3,"(50, 40)",-1
3,"(50, 41)",-1
3,"(50, 45)",-1
3,"(50, 46)",-1
3,"(50, 47)",-1
3,"(50, 48)",-1
3,"(50, 51)",-1
3,"(50, 52)",-1
3,"(50, 54)",-1
3,"(50, 55)",-1
3,"(50, 56)",-1
3,"(50, 57)",-1
3,"(50, 58)",-1
3,"(50, 60)",-1
3,"(50, 61)",-1
3,"(50, 63)",-1
3,"(50, 66)",-1
3,"(50, 69)",-1
3,"(50, 70)",-1
3,"(50, 71)",-1
3,"(50, 72)",-1
3,"(50, 74)",-1
3,"(50, 75)",-1
3,"(50, 76)",-1
3,"(50, 77)",-1
3,"(50, 79)",-1
3,"(50, 80)",-1
3,"(50, 81)",-1
3,"(50, 82)",-1
3,"(50, 83)",-1
3,"(50, 84)",-1
3,"(50, 85)",-1
3,"(50, 86)",-1
3,"(50, 87)",-1
3,"(50, 88)",-1
3,"(50, 89)",-1
3,"(50, 90)",-1
3,"(50, 91)",-1
3,"(50, 92)",-1
3,"(50, 95)",-1
3,"(50, 96)",-1
3,"(50, 97)",-1
3,"(50, 98)",-1
3,"(51, 0)",-1
3,"(51, 1)",-1
3,"(51, 2)",-1
3,"(51, 3)",-1
3,"(51, 4)",-1
3,"(51, 5)",-1
3,"(51, 6)",-1
3,"(51, 7)",-1
3,"(51, 9)",-1
3,"(51, 11)",-1
3,"(51, 12)",-1
3,"(51, 14)",-1
3,"(51, 15)",-1
3,"(51, 17)",-1
3,"(51, 18)",-1
3,"(51, 19)",-1
3,"(51, 20)",-1
3,"(51, 21)",-1
3,"(51, 22)",-1
3,"(51, 23)",-1
3,"(51, 24)",-1
3,"(51, 26)",-1
3,"(51, 27)",-1
3,"(51, 28)",-1
3,"(51, 30)",-1
3,"(51, 31)",-1
3,"(51, 32)",-1
3,"(51, 34)",-1
3,"(51, 36)",-1
3,"(51, 37)",-1
3,"(51, 39)",-1
3,"(51, 40)",-1
3,"(51, 42)",-1
3,"(51, 44)",-1
3,"(51, 45)",-1
3,"(51, 49)",-1
3,"(51, 51)",-1
3,"(51, 53)",-1
3,"(51, 54)",-1
3,"(51, 56)",-1
3,"(51, 57)",-1
3,"(51, 59)",-1
3,"(51, 60)",-1
3,"(51, 61)",-1
3,"(51, 62)",-1
3,"(51, 63)",-1
3,"(51, 64)",-1
3,"(51, 65)",-1
3,"(51, 66)",-1
3,"(51, 67)",-1
3,"(51, 68)",-1
3,"(51, 69)",-1
3,"(51, 70)",-1
3,"(51, 71)",-1
3,"(51, 72)",-1
3,"(51, 73)",-1
3,"(51, 74)",-1
3,"(51, 76)",-1
3,"(51, 77)",-1
3,"(51, 80)",-1
3,"(51, 81)",-1
3,"(51, 82)",-1
3,"(51, 83)",-1
3,"(51, 84)",-1
3,"(51, 85)",-1
3,"(51, 87)",-1
3,"(51, 88)",-1
3,"(51, 89)",-1
3,"(51, 90)",-1
3,"(51, 91)",-1
3,"(51, 92)",-1
3,"(51, 93)",-1
3,"(51, 94)",-1
3,"(51, 95)",-1
3,"(51, 96)",-1
3,"(51, 98)",-1
3,"(51, 99)",-1
3,"(52, 1)",-1
3,"(52, 2)",-1
3,"(52, 3)",-1
3,"(52, 4)",-1
3,"(52, 5)",-1
3,"(52, 7)",-1
3,"(52, 9)",-1
3,"(52, 10)",-1
3,"(52, 13)",-1
3,"(52, 14)",-1
3,"(52, 15)",-1
3,"(52, 16)",-1
3,"(52, 17)",-1
3,"(52, 19)",-1
3,"(52, 20)",-1
3,"(52, 21)",-1
3,"(52, 22)",-1
3,"(52, 25)",-1
3,"(52, 26)",-1
3,"(52, 29)",-1
3,"(52, 30)",-1
3,"(52, 31)",-1
3,"(52, 32)",-1
3,"(52, 33)",-1
3,"(52, 36)",-1
3,"(52, 38)",-1
3,"(52, 39)",-1
3,"(52, 41)",-1
3,"(52, 42)",-1
3,"(52, 43)",-1
3,"(52, 44)",-1
3,"(52, 45)",-1
3,"(52, 46)",-1
3,"(52, 47)",-1
3,"(52, 48)",-1
3,"(52, 49)",-1
3,"(52, 50)",-1
3,"(52, 51)",-1
3,"(52, 52)",-1
3,"(52, 53)",-1
3,"(52, 54)",-1
3,"(52, 55)",-1
3,"(52, 56)",-1
3,"(52, 57)",-1
3,"(52, 58)",-1
3,"(52, 59)",-1
3,"(52, 60)",-1
3,"(52, 61)",-1
3,"(52, 62)",-1
3,"(52, 63)",-1
3,"(52, 64)",-1
3,"(52, 65)",-1
3,"(52, 66)",-1
3,"(52, 67)",-1
3,"(52, 69)",-1
3,"(52, 70)",-1
3,"(52, 71)",-1
3,"(52, 72)",-1
3,"(52, 73)",-1
3,"(52, 74)",-1
3,"(52, 75)",-1
3,"(52, 76)",-1
3,"(52, 77)",-1
3,"(52, 78)",-1
3,"(52, 79)",-1
3,"(52, 80)",-1
3,"(52, 81)",-1
3,"(52, 82)",-1
3,"(52, 83)",-1
3,"(52, 84)",-1
3,"(52, 85)",-1
3,"(52, 86)",-1
3,"(52, 89)",-1
3,"(52, 91)",-1
3,"(52, 92)",-1
3,"(52, 93)",-1
3,"(52, 95)",-1
3,"(52, 96)",-1
3,"(52, 97)",-1
3,"(52, 98)",-1
3,"(52, 99)",-1
3,"(53, 0)",-1
3,"(53, 1)",-1
3,"(53, 2)",-1
3,"(53, 3)",-1
3,"(53, 4)",-1
3,"(53, 5)",-1
3,"(53, 6)",-1
3,"(53, 7)",-1
3,"(53, 8)",-1
3,"(53, 9)",-1
3,"(53, 10)",-1
3,"(53, 11)",-1
3,"(53, 12)",-1
3,"(53, 13)",-1
3,"(53, 14)",-1
3,"(53, 16)",-1
3,"(53, 17)",-1
3,"(53, 18)",-1
3,"(53, 19)",-1
3,"(53, 20)",-1
3,"(53, 21)",-1
3,"(53, 22)",-1
3,"(53, 23)",-1
3,"(53, 24)",-1
3,"(53, 25)",-1
3,"(53, 26)",-1
3,"(53, 28)",-1
3,"(53, 29)",-1
3,"(53, 31)",-1
3,"(53, 32)",-1
3,"(53, 33)",-1
3,"(53, 34)",-1
3,"(53, 35)",-1
3,"(53, 36)",-1
3,"(53, 37)",-1
3,"(53, 38)",-1
3,"(53, 39)",-1
3,"(53, 40)",-1
3,"(53, 41)",-1
3,"(53, 42)",-1
3,"(53, 43)",-1
3,"(53, 44)",-1
3,"(53, 45)",-1
3,"(53, 46)",-1
3,"(53, 47)",-1
3,"(53, 48)",-1
3,"(53, 49)",-1
3,"(53, 50)",-1
3,"(53, 51)",-1
3,"(53, 52)",-1
3,"(53, 54)",-1
3,"(53, 55)",-1
3,"(53, 58)",-1
3,"(53, 59)",-1
3,"(53, 60)",-1
3,"(53, 61)",-1
3,"(53, 62)",-1
3,"(53, 63)",-1
3,"(53, 64)",-1
3,"(53, 66)",-1
3,"(53, 67)",-1
3,"(53, 68)",-1
3,"(53, 69)",-1
3,"(53, 70)",-1
3,"(53, 71)",-1
3,"(53, 74)",-1
3,"(53, 75)",-1
3,"(53, 76)",-1
3,"(53, 78)",-1
3,"(53, 79)",-1
3,"(53, 80)",-1
3,"(53, 81)",-1
3,"(53, 82)",-1
3,"(53, 83)",-1
3,"(53, 84)",-1
3,"(53, 86)",-1
3,"(53, 87)",-1
3,"(53, 88)",-1
3,"(53, 89)",-1
3,"(53, 90)",-1
3,"(53, 91)",-1
3,"(53, 92)",-1
3,"(53, 93)",-1
3,"(53, 94)",-1
3,"(53, 96)",-1
