,density,humidity,Run,AvBurnedOutClusteresSize,AvFineClusteresSize,BurnedOut,Fine,NumberBurnedOutClusteres,NumberFineClusteres,height,width
138,0.73,0.41,138,3537.0,1.5,7074,151,2,99,100,100
139,0.73,0.41,139,7228.0,1.6,7228,147,1,92,100,100
140,0.73,0.41,140,7000.0,1.9,7000,196,1,103,100,100
141,0.73,0.41,141,7111.0,1.4,7111,146,1,103,100,100
142,0.73,0.41,142,7175.0,1.3,7175,132,1,102,100,100
143,0.73,0.41,143,7117.0,1.3,7117,151,1,113,100,100
144,0.73,0.41,144,7163.0,1.4,7163,135,1,100,100,100
145,0.73,0.41,145,7123.0,1.4,7123,152,1,109,100,100
146,0.73,0.41,146,3583.0,1.7,7166,162,2,95,100,100
147,0.73,0.41,147,7048.0,1.6,7048,184,1,112,100,100
148,0.73,0.41,148,7192.0,1.5,7192,159,1,104,100,100
149,0.73,0.41,149,3568.0,1.8,7136,184,2,102,100,100
150,0.73,0.41,150,7146.0,1.5,7146,165,1,107,100,100
151,0.73,0.41,151,7142.0,1.5,7142,161,1,109,100,100
152,0.73,0.41,152,1434.8,1.6,7174,162,5,103,100,100
153,0.73,0.41,153,7140.0,1.6,7140,156,1,99,100,100
154,0.73,0.41,154,7028.0,1.7,7028,196,1,113,100,100
155,0.73,0.41,155,7235.0,1.5,7235,152,1,104,100,100
156,0.73,0.41,156,7171.0,1.6,7171,151,1,97,100,100
157,0.73,0.41,157,7052.0,2.0,7052,222,1,111,100,100
158,0.73,0.41,158,7255.0,1.7,7255,144,1,83,100,100
159,0.73,0.41,159,3603.5,1.5,7207,164,2,111,100,100
160,0.73,0.41,160,7107.0,1.8,7107,187,1,103,100,100
161,0.73,0.41,161,7112.0,1.8,7112,151,1,84,100,100
162,0.73,0.41,162,7041.0,1.9,7041,210,1,111,100,100
163,0.73,0.41,163,7132.0,1.6,7132,184,1,115,100,100
164,0.73,0.41,164,2367.7,1.6,7103,169,3,108,100,100
165,0.73,0.41,165,7092.0,1.9,7092,213,1,113,100,100
166,0.73,0.41,166,7164.0,1.7,7164,164,1,98,100,100
167,0.73,0.41,167,7058.0,1.7,7058,192,1,110,100,100
168,0.73,0.41,168,7095.0,1.5,7095,159,1,106,100,100
169,0.73,0.41,169,7152.0,1.7,7152,195,1,113,100,100
170,0.73,0.41,170,7181.0,1.8,7181,177,1,99,100,100
171,0.73,0.41,171,3624.5,1.4,7249,141,2,101,100,100
172,0.73,0.41,172,7145.0,1.4,7145,147,1,106,100,100
173,0.73,0.41,173,7152.0,1.4,7152,148,1,106,100,100
174,0.73,0.41,174,7184.0,1.5,7184,145,1,97,100,100
175,0.73,0.41,175,3568.0,1.5,7136,163,2,106,100,100
176,0.73,0.41,176,7122.0,1.6,7122,185,1,115,100,100
177,0.73,0.41,177,3570.0,1.5,7140,156,2,107,100,100
178,0.73,0.41,178,7132.0,1.4,7132,163,1,117,100,100
179,0.73,0.41,179,7111.0,2.0,7111,200,1,99,100,100
180,0.73,0.41,180,7140.0,1.6,7140,184,1,112,100,100
181,0.73,0.41,181,1757.0,1.4,7028,172,4,120,100,100
182,0.73,0.41,182,7173.0,1.5,7173,137,1,93,100,100
183,0.73,0.41,183,3537.0,1.7,7074,187,2,113,100,100
184,0.73,0.41,184,7170.0,1.3,7170,135,1,104,100,100
185,0.73,0.41,185,7087.0,1.5,7087,175,1,120,100,100
186,0.73,0.41,186,3571.0,1.6,7142,161,2,103,100,100
187,0.73,0.41,187,3547.5,1.5,7095,167,2,112,100,100
188,0.73,0.41,188,7169.0,2.0,7169,220,1,110,100,100
189,0.73,0.41,189,7060.0,1.5,7060,168,1,115,100,100
190,0.73,0.41,190,7072.0,1.7,7072,194,1,117,100,100
191,0.73,0.41,191,7165.0,1.4,7165,146,1,107,100,100
192,0.73,0.41,192,2392.0,1.4,7176,149,3,105,100,100
193,0.73,0.41,193,7118.0,1.6,7118,169,1,105,100,100
194,0.73,0.41,194,3538.0,1.8,7076,197,2,111,100,100
195,0.73,0.41,195,7118.0,1.7,7118,173,1,102,100,100
196,0.73,0.41,196,7109.0,1.7,7109,175,1,101,100,100
197,0.73,0.41,197,7069.0,2.1,7069,239,1,114,100,100
198,0.73,0.41,198,7164.0,1.7,7164,176,1,102,100,100
199,0.73,0.41,199,7090.0,1.6,7090,211,1,128,100,100
200,0.73,0.41,200,3544.5,1.9,7089,180,2,96,100,100
201,0.73,0.41,201,3569.5,1.5,7139,153,2,105,100,100
202,0.73,0.41,202,7194.0,1.2,7194,144,1,116,100,100
203,0.73,0.41,203,7118.0,1.6,7118,167,1,105,100,100
204,0.73,0.41,204,3560.0,1.6,7120,155,2,100,100,100
205,0.73,0.41,205,7072.0,1.5,7072,187,1,122,100,100
206,0.73,0.41,206,7166.0,1.4,7166,157,1,115,100,100
207,0.73,0.41,207,3619.5,1.3,7239,136,2,105,100,100
208,0.73,0.41,208,3559.5,1.5,7119,149,2,101,100,100
209,0.73,0.41,209,7178.0,1.5,7178,185,1,121,100,100
210,0.73,0.41,210,7069.0,1.7,7069,195,1,112,100,100
211,0.73,0.41,211,7125.0,1.4,7125,175,1,126,100,100
212,0.73,0.41,212,7218.0,1.5,7218,148,1,99,100,100
213,0.73,0.41,213,7058.0,1.7,7058,193,1,111,100,100
214,0.73,0.41,214,7081.0,1.4,7081,168,1,124,100,100
215,0.73,0.41,215,7185.0,1.5,7185,152,1,101,100,100
216,0.73,0.41,216,7139.0,1.8,7139,184,1,104,100,100
217,0.73,0.41,217,7130.0,1.3,7130,135,1,105,100,100
218,0.73,0.41,218,7065.0,1.7,7065,200,1,115,100,100
219,0.73,0.41,219,7177.0,1.3,7177,136,1,106,100,100
220,0.73,0.41,220,3547.0,1.8,7094,178,2,101,100,100
221,0.73,0.41,221,7171.0,1.5,7171,146,1,99,100,100
222,0.73,0.41,222,7248.0,1.5,7248,148,1,102,100,100
223,0.73,0.41,223,7183.0,1.5,7183,156,1,101,100,100
224,0.73,0.41,224,7241.0,1.3,7241,123,1,97,100,100
225,0.73,0.41,225,7074.0,1.5,7074,164,1,112,100,100
226,0.73,0.41,226,7145.0,1.5,7145,151,1,100,100,100
227,0.73,0.41,227,7071.0,1.6,7071,168,1,107,100,100
228,0.73,0.41,228,7065.0,1.6,7065,164,1,100,100,100
229,0.73,0.41,229,3550.5,1.6,7101,155,2,98,100,100
230,0.73,0.41,230,7176.0,1.6,7176,170,1,104,100,100
231,0.73,0.41,231,7176.0,1.4,7176,142,1,102,100,100
232,0.73,0.41,232,7094.0,2.0,7094,200,1,99,100,100
233,0.73,0.41,233,7199.0,1.8,7199,161,1,90,100,100
234,0.73,0.41,234,2370.3,1.8,7111,196,3,110,100,100
235,0.73,0.41,235,3593.5,1.5,7187,148,2,96,100,100
236,0.73,0.41,236,3608.0,1.4,7216,147,2,105,100,100
237,0.73,0.41,237,3590.5,1.6,7181,162,2,104,100,100
238,0.73,0.41,238,7115.0,1.5,7115,167,1,110,100,100
239,0.73,0.41,239,2340.3,1.6,7021,200,3,126,100,100
240,0.73,0.41,240,7138.0,1.6,7138,147,1,92,100,100
241,0.73,0.41,241,7090.0,1.4,7090,169,1,118,100,100
242,0.73,0.41,242,7154.0,1.4,7154,145,1,107,100,100
243,0.73,0.41,243,3581.5,1.5,7163,155,2,106,100,100
244,0.73,0.41,244,7121.0,1.5,7121,153,1,102,100,100
245,0.73,0.41,245,7120.0,1.6,7120,149,1,91,100,100
246,0.73,0.41,246,7192.0,1.5,7192,158,1,108,100,100
247,0.73,0.41,247,7124.0,1.4,7124,157,1,114,100,100
248,0.73,0.41,248,7145.0,1.5,7145,172,1,118,100,100
249,0.73,0.41,249,3518.5,1.9,7037,213,2,115,100,100
250,0.73,0.41,250,7166.0,1.4,7166,171,1,119,100,100
251,0.73,0.41,251,7181.0,1.4,7181,139,1,100,100,100
252,0.73,0.41,252,7130.0,1.5,7130,154,1,104,100,100
253,0.73,0.41,253,3543.0,1.7,7086,184,2,107,100,100
254,0.73,0.41,254,7135.0,1.3,7135,155,1,116,100,100
255,0.73,0.41,255,7170.0,1.4,7170,154,1,108,100,100
256,0.73,0.41,256,2395.0,1.5,7185,168,3,111,100,100
257,0.73,0.41,257,7112.0,1.6,7112,169,1,103,100,100
258,0.73,0.41,258,7077.0,2.1,7077,226,1,109,100,100
259,0.73,0.41,259,7078.0,1.8,7078,195,1,110,100,100
260,0.73,0.41,260,7143.0,1.6,7143,149,1,95,100,100
261,0.73,0.41,261,3584.0,1.4,7168,147,2,102,100,100
262,0.73,0.41,262,7177.0,1.4,7177,120,1,84,100,100
263,0.73,0.41,263,7140.0,1.4,7140,171,1,119,100,100
264,0.73,0.41,264,7075.0,1.6,7075,181,1,110,100,100
265,0.73,0.41,265,7166.0,1.5,7166,174,1,113,100,100
266,0.73,0.41,266,7187.0,1.4,7187,135,1,98,100,100
267,0.73,0.41,267,3565.0,1.5,7130,169,2,111,100,100
268,0.73,0.41,268,7069.0,1.4,7069,169,1,118,100,100
269,0.73,0.41,269,7095.0,1.7,7095,161,1,96,100,100
270,0.73,0.41,270,7061.0,1.5,7061,180,1,124,100,100
271,0.73,0.41,271,7221.0,1.7,7221,163,1,97,100,100
272,0.73,0.41,272,7161.0,1.7,7161,168,1,97,100,100
273,0.73,0.41,273,7204.0,1.6,7204,171,1,106,100,100
274,0.73,0.41,274,2348.0,1.7,7044,201,3,121,100,100
275,0.73,0.41,275,6999.0,2.2,6999,268,1,124,100,100
276,0.73,0.41,276,7122.0,1.9,7122,180,1,96,100,100
277,0.73,0.41,277,7062.0,1.8,7062,183,1,100,100,100
278,0.73,0.41,278,7113.0,1.4,7113,173,1,126,100,100
279,0.73,0.41,279,1424.4,1.6,7122,167,5,106,100,100
280,0.73,0.41,280,3562.0,1.5,7124,176,2,116,100,100
281,0.73,0.41,281,7158.0,1.4,7158,138,1,98,100,100
282,0.73,0.41,282,7128.0,1.7,7128,164,1,99,100,100
283,0.73,0.41,283,7167.0,1.6,7167,140,1,86,100,100
284,0.73,0.41,284,3569.0,1.4,7138,175,2,125,100,100
285,0.73,0.41,285,7124.0,1.5,7124,169,1,110,100,100
286,0.73,0.41,286,3534.0,1.9,7068,206,2,109,100,100
287,0.73,0.41,287,3556.0,1.6,7112,174,2,107,100,100
288,0.73,0.41,288,1790.2,1.6,7161,156,4,99,100,100
289,0.73,0.41,289,2312.7,2.2,6938,264,3,120,100,100
290,0.73,0.41,290,3557.0,1.5,7114,175,2,113,100,100
291,0.73,0.41,291,7192.0,1.4,7192,142,1,100,100,100
292,0.73,0.41,292,7041.0,1.7,7041,180,1,103,100,100
293,0.73,0.41,293,7089.0,1.4,7089,167,1,119,100,100
294,0.73,0.41,294,7126.0,1.5,7126,146,1,95,100,100
295,0.73,0.41,295,7246.0,1.4,7246,156,1,108,100,100
296,0.73,0.41,296,7185.0,1.5,7185,167,1,112,100,100
297,0.73,0.41,297,7143.0,1.8,7143,161,1,92,100,100
298,0.73,0.41,298,3589.5,1.3,7179,156,2,120,100,100
299,0.73,0.41,299,7174.0,1.5,7174,165,1,113,100,100
