,density,humidity,Run,AvBurnedOutClusteresSize,AvFineClusteresSize,BurnedOut,Fine,NumberBurnedOutClusteres,NumberFineClusteres,height,width
47,0.73,0.41,47,7144.0,1.6,7144,185,1,115,100,100
48,0.73,0.41,48,7127.0,1.7,7127,178,1,105,100,100
49,0.73,0.41,49,3582.0,1.7,7164,173,2,103,100,100
50,0.73,0.41,50,7151.0,1.4,7151,135,1,97,100,100
51,0.73,0.41,51,7029.0,1.9,7029,204,1,110,100,100
52,0.73,0.41,52,7066.0,1.4,7066,155,1,110,100,100
53,0.73,0.41,53,7158.0,1.3,7158,146,1,111,100,100
54,0.73,0.41,54,7120.0,1.6,7120,182,1,113,100,100
55,0.73,0.41,55,3564.0,1.5,7128,165,2,108,100,100
56,0.73,0.41,56,7124.0,1.7,7124,193,1,115,100,100
57,0.73,0.41,57,3639.0,1.3,7278,125,2,99,100,100
58,0.73,0.41,58,7063.0,2.1,7063,218,1,103,100,100
59,0.73,0.41,59,7170.0,1.5,7170,175,1,116,100,100
60,0.73,0.41,60,7175.0,1.4,7175,115,1,80,100,100
61,0.73,0.41,61,7170.0,1.4,7170,122,1,85,100,100
62,0.73,0.41,62,7137.0,1.7,7137,185,1,109,100,100
63,0.73,0.41,63,7149.0,1.7,7149,167,1,101,100,100
64,0.73,0.41,64,3538.0,1.8,7076,186,2,106,100,100
65,0.73,0.41,65,7124.0,1.6,7124,157,1,100,100,100
66,0.73,0.41,66,7137.0,1.5,7137,158,1,105,100,100
67,0.73,0.41,67,7145.0,1.5,7145,161,1,106,100,100
68,0.73,0.41,68,3539.0,1.5,7078,189,2,123,100,100
69,0.73,0.41,69,7201.0,1.9,7201,200,1,104,100,100
70,0.73,0.41,70,3593.5,1.5,7187,165,2,111,100,100
71,0.73,0.41,71,2377.7,1.4,7133,154,3,108,100,100
72,0.73,0.41,72,7177.0,1.2,7177,141,1,115,100,100
73,0.73,0.41,73,7233.0,1.4,7233,126,1,88,100,100
74,0.73,0.41,74,7205.0,1.4,7205,129,1,93,100,100
75,0.73,0.41,75,7186.0,1.4,7186,133,1,93,100,100
76,0.73,0.41,76,3580.5,1.6,7161,166,2,105,100,100
77,0.73,0.41,77,7066.0,1.4,7066,167,1,119,100,100
78,0.73,0.41,78,7137.0,1.8,7137,200,1,114,100,100
79,0.73,0.41,79,3547.0,1.3,7094,156,2,119,100,100
80,0.73,0.41,80,3582.5,1.6,7165,180,2,114,100,100
81,0.73,0.41,81,7177.0,1.5,7177,145,1,97,100,100
82,0.73,0.41,82,7128.0,1.4,7128,134,1,93,100,100
83,0.73,0.41,83,3588.5,1.7,7177,155,2,92,100,100
84,0.73,0.41,84,7136.0,2.0,7136,196,1,99,100,100
85,0.73,0.41,85,7150.0,1.5,7150,151,1,103,100,100
86,0.73,0.41,86,7002.0,1.8,7002,193,1,110,100,100
87,0.73,0.41,87,7081.0,2.2,7081,228,1,104,100,100
88,0.73,0.41,88,7220.0,1.5,7220,144,1,98,100,100
89,0.73,0.41,89,7106.0,1.5,7106,145,1,95,100,100
90,0.73,0.41,90,7141.0,1.5,7141,158,1,107,100,100
91,0.73,0.41,91,7153.0,1.6,7153,178,1,113,100,100
92,0.73,0.41,92,7114.0,1.5,7114,168,1,112,100,100
93,0.73,0.41,93,7062.0,1.7,7062,191,1,110,100,100
94,0.73,0.41,94,7154.0,1.6,7154,168,1,102,100,100
95,0.73,0.41,95,7134.0,1.5,7134,149,1,100,100,100
96,0.73,0.41,96,3572.5,1.5,7145,153,2,103,100,100
97,0.73,0.41,97,2382.7,1.5,7148,145,3,98,100,100
98,0.73,0.41,98,7065.0,1.8,7065,192,1,105,100,100
99,0.73,0.41,99,7065.0,1.7,7065,195,1,114,100,100
100,0.73,0.41,100,7148.0,1.4,7148,179,1,132,100,100
101,0.73,0.41,101,7094.0,1.6,7094,152,1,95,100,100
102,0.73,0.41,102,7135.0,1.6,7135,160,1,102,100,100
103,0.73,0.41,103,7074.0,1.6,7074,184,1,114,100,100
104,0.73,0.41,104,7068.0,1.9,7068,185,1,99,100,100
105,0.73,0.41,105,7128.0,1.6,7128,157,1,100,100,100
106,0.73,0.41,106,3480.5,3.1,6961,320,2,104,100,100
107,0.73,0.41,107,3543.5,1.6,7087,171,2,104,100,100
108,0.73,0.41,108,7065.0,1.7,7065,169,1,98,100,100
109,0.73,0.41,109,3528.5,1.7,7057,183,2,108,100,100
110,0.73,0.41,110,7093.0,1.6,7093,172,1,109,100,100
111,0.73,0.41,111,2386.3,1.5,7159,143,3,95,100,100
112,0.73,0.41,112,7153.0,1.5,7153,155,1,104,100,100
113,0.73,0.41,113,7139.0,1.4,7139,152,1,111,100,100
114,0.73,0.41,114,7062.0,1.7,7062,168,1,97,100,100
115,0.73,0.41,115,3571.5,1.5,7143,165,2,112,100,100
116,0.73,0.41,116,7087.0,1.5,7087,197,1,129,100,100
117,0.73,0.41,117,7148.0,1.8,7148,188,1,105,100,100
118,0.73,0.41,118,7184.0,1.4,7184,127,1,93,100,100
119,0.73,0.41,119,3523.5,1.7,7047,187,2,113,100,100
120,0.73,0.41,120,7185.0,1.4,7185,147,1,105,100,100
121,0.73,0.41,121,7188.0,1.5,7188,151,1,100,100,100
122,0.73,0.41,122,7030.0,1.9,7030,219,1,118,100,100
123,0.73,0.41,123,3572.0,1.5,7144,164,2,108,100,100
124,0.73,0.41,124,7220.0,1.2,7220,125,1,107,100,100
125,0.73,0.41,125,7189.0,1.8,7189,177,1,100,100,100
126,0.73,0.41,126,7234.0,1.4,7234,144,1,105,100,100
127,0.73,0.41,127,7141.0,1.7,7141,185,1,109,100,100
128,0.73,0.41,128,7060.0,1.7,7060,177,1,107,100,100
129,0.73,0.41,129,7171.0,1.2,7171,144,1,120,100,100
130,0.73,0.41,130,3544.5,1.6,7089,179,2,114,100,100
131,0.73,0.41,131,7156.0,1.5,7156,142,1,93,100,100
132,0.73,0.41,132,7207.0,1.7,7207,157,1,93,100,100
133,0.73,0.41,133,7135.0,1.5,7135,176,1,117,100,100
134,0.73,0.41,134,7109.0,1.4,7109,144,1,102,100,100
135,0.73,0.41,135,7151.0,1.6,7151,147,1,94,100,100
136,0.73,0.41,136,7184.0,1.6,7184,167,1,107,100,100
137,0.73,0.41,137,7119.0,1.4,7119,156,1,113,100,100
138,0.73,0.41,138,3531.0,1.5,7062,183,2,125,100,100
139,0.73,0.41,139,7149.0,1.4,7149,155,1,108,100,100
140,0.73,0.41,140,7098.0,1.9,7098,169,1,91,100,100
141,0.73,0.41,141,3552.0,1.7,7104,192,2,113,100,100
142,0.73,0.41,142,7105.0,1.4,7105,177,1,125,100,100
143,0.73,0.41,143,7082.0,1.6,7082,174,1,112,100,100
144,0.73,0.41,144,3522.0,1.8,7044,225,2,125,100,100
145,0.73,0.41,145,7094.0,2.5,7094,234,1,94,100,100
146,0.73,0.41,146,7021.0,1.7,7021,189,1,109,100,100
147,0.73,0.41,147,7168.0,1.5,7168,166,1,111,100,100
148,0.73,0.41,148,7020.0,1.7,7020,191,1,113,100,100
149,0.73,0.41,149,7124.0,1.5,7124,147,1,101,100,100
150,0.73,0.41,150,7107.0,1.5,7107,180,1,118,100,100
151,0.73,0.41,151,7154.0,1.4,7154,152,1,106,100,100
152,0.73,0.41,152,3524.5,1.8,7049,172,2,93,100,100
153,0.73,0.41,153,7097.0,1.6,7097,181,1,114,100,100
154,0.73,0.41,154,7069.0,1.6,7069,171,1,105,100,100
155,0.73,0.41,155,7147.0,1.7,7147,184,1,110,100,100
156,0.73,0.41,156,2369.3,1.9,7108,207,3,110,100,100
157,0.73,0.41,157,7220.0,1.7,7220,171,1,100,100,100
158,0.73,0.41,158,3552.5,1.5,7105,150,2,103,100,100
159,0.73,0.41,159,7020.0,1.6,7020,218,1,134,100,100
160,0.73,0.41,160,7204.0,1.5,7204,154,1,103,100,100
161,0.73,0.41,161,7084.0,1.3,7084,169,1,127,100,100
162,0.73,0.41,162,3558.0,1.7,7116,184,2,110,100,100
163,0.73,0.41,163,7154.0,1.4,7154,159,1,114,100,100
164,0.73,0.41,164,7150.0,1.5,7150,153,1,101,100,100
165,0.73,0.41,165,7083.0,1.6,7083,183,1,118,100,100
166,0.73,0.41,166,7144.0,1.6,7144,161,1,103,100,100
167,0.73,0.41,167,3531.0,1.7,7062,192,2,110,100,100
168,0.73,0.41,168,7160.0,1.7,7160,164,1,96,100,100
169,0.73,0.41,169,7117.0,2.0,7117,183,1,91,100,100
170,0.73,0.41,170,3609.5,1.5,7219,158,2,102,100,100
171,0.73,0.41,171,7169.0,1.5,7169,136,1,89,100,100
172,0.73,0.41,172,3566.0,1.8,7132,167,2,94,100,100
173,0.73,0.41,173,2380.3,1.5,7141,178,3,121,100,100
174,0.73,0.41,174,3588.0,1.7,7176,182,2,106,100,100
175,0.73,0.41,175,3566.0,1.4,7132,134,2,93,100,100
176,0.73,0.41,176,7070.0,1.7,7070,186,1,108,100,100
177,0.73,0.41,177,7219.0,1.5,7219,137,1,90,100,100
178,0.73,0.41,178,7056.0,1.7,7056,190,1,112,100,100
179,0.73,0.41,179,7179.0,1.5,7179,159,1,105,100,100
180,0.73,0.41,180,7092.0,1.7,7092,171,1,103,100,100
181,0.73,0.41,181,3556.0,1.5,7112,158,2,102,100,100
182,0.73,0.41,182,7111.0,1.6,7111,176,1,112,100,100
183,0.73,0.41,183,7119.0,1.5,7119,169,1,112,100,100
184,0.73,0.41,184,7144.0,1.8,7144,210,1,114,100,100
185,0.73,0.41,185,7089.0,1.4,7089,173,1,121,100,100
186,0.73,0.41,186,7062.0,1.4,7062,172,1,120,100,100
187,0.73,0.41,187,3557.5,1.8,7115,181,2,100,100,100
188,0.73,0.41,188,7231.0,1.3,7231,131,1,99,100,100
189,0.73,0.41,189,7195.0,1.6,7195,147,1,92,100,100
190,0.73,0.41,190,7080.0,1.5,7080,155,1,106,100,100
191,0.73,0.41,191,3557.0,1.7,7114,179,2,105,100,100
192,0.73,0.41,192,3606.5,1.4,7213,146,2,107,100,100
193,0.73,0.41,193,7162.0,1.5,7162,168,1,110,100,100
194,0.73,0.41,194,7110.0,1.5,7110,153,1,99,100,100
195,0.73,0.41,195,7116.0,1.6,7116,162,1,104,100,100
196,0.73,0.41,196,7165.0,1.4,7165,149,1,108,100,100
197,0.73,0.41,197,7150.0,1.7,7150,174,1,101,100,100
198,0.73,0.41,198,7093.0,1.5,7093,165,1,110,100,100
199,0.73,0.41,199,7099.0,1.9,7099,200,1,108,100,100
200,0.73,0.41,200,7122.0,1.6,7122,164,1,105,100,100
201,0.73,0.41,201,3565.0,1.6,7130,156,2,100,100,100
202,0.73,0.41,202,2339.3,1.5,7018,202,3,133,100,100
203,0.73,0.41,203,7096.0,1.8,7096,174,1,97,100,100
204,0.73,0.41,204,7048.0,2.1,7048,235,1,114,100,100
205,0.73,0.41,205,3609.5,1.4,7219,168,2,121,100,100
206,0.73,0.41,206,7110.0,1.5,7110,177,1,120,100,100
207,0.73,0.41,207,7088.0,1.6,7088,165,1,103,100,100
208,0.73,0.41,208,7152.0,1.3,7152,160,1,121,100,100
209,0.73,0.41,209,7158.0,1.5,7158,156,1,107,100,100
210,0.73,0.41,210,3588.5,1.4,7177,169,2,119,100,100
211,0.73,0.41,211,3596.5,1.6,7193,162,2,101,100,100
212,0.73,0.41,212,7151.0,1.4,7151,153,1,107,100,100
213,0.73,0.41,213,7142.0,1.7,7142,170,1,100,100,100
214,0.73,0.41,214,7115.0,1.5,7115,158,1,105,100,100
215,0.73,0.41,215,3570.0,1.6,7140,164,2,101,100,100
216,0.73,0.41,216,7265.0,1.2,7265,109,1,91,100,100
217,0.73,0.41,217,7119.0,1.6,7119,175,1,109,100,100
218,0.73,0.41,218,7151.0,1.7,7151,180,1,108,100,100
219,0.73,0.41,219,7107.0,1.5,7107,169,1,114,100,100
220,0.73,0.41,220,3536.5,1.8,7073,207,2,113,100,100
221,0.73,0.41,221,7165.0,1.8,7165,154,1,88,100,100
222,0.73,0.41,222,7225.0,1.3,7225,140,1,105,100,100
223,0.73,0.41,223,3570.5,1.5,7141,169,2,116,100,100
224,0.73,0.41,224,7113.0,1.7,7113,185,1,106,100,100
225,0.73,0.41,225,7131.0,1.4,7131,142,1,103,100,100
226,0.73,0.41,226,7119.0,1.5,7119,171,1,114,100,100
227,0.73,0.41,227,7156.0,1.4,7156,149,1,103,100,100
228,0.73,0.41,228,2387.7,1.4,7163,155,3,114,100,100
229,0.73,0.41,229,2385.3,1.5,7156,152,3,103,100,100
230,0.73,0.41,230,3520.0,1.8,7040,191,2,109,100,100
231,0.73,0.41,231,3613.0,1.3,7226,140,2,105,100,100
232,0.73,0.41,232,7033.0,1.6,7033,198,1,120,100,100
233,0.73,0.41,233,7179.0,1.4,7179,145,1,104,100,100
234,0.73,0.41,234,7067.0,1.4,7067,172,1,121,100,100
235,0.73,0.41,235,7147.0,1.9,7147,193,1,99,100,100
236,0.73,0.41,236,2358.0,1.5,7074,164,3,111,100,100
237,0.73,0.41,237,7125.0,1.7,7125,185,1,108,100,100
238,0.73,0.41,238,7058.0,1.7,7058,206,1,119,100,100
239,0.73,0.41,239,7067.0,1.6,7067,166,1,105,100,100
240,0.73,0.41,240,7018.0,1.7,7018,204,1,121,100,100
241,0.73,0.41,241,3563.0,1.9,7126,177,2,94,100,100
242,0.73,0.41,242,7132.0,1.4,7132,148,1,107,100,100
243,0.73,0.41,243,3520.0,1.7,7040,188,2,109,100,100
244,0.73,0.41,244,3584.5,2.1,7169,169,2,81,100,100
245,0.73,0.41,245,3571.5,1.4,7143,162,2,118,100,100
246,0.73,0.41,246,7148.0,1.5,7148,157,1,108,100,100
247,0.73,0.41,247,7119.0,1.6,7119,184,1,116,100,100
248,0.73,0.41,248,7179.0,1.2,7179,134,1,108,100,100
249,0.73,0.41,249,7145.0,1.6,7145,181,1,116,100,100
250,0.73,0.41,250,7123.0,1.4,7123,169,1,119,100,100
251,0.73,0.41,251,7271.0,1.4,7271,120,1,86,100,100
252,0.73,0.41,252,3546.0,1.3,7092,163,2,122,100,100
253,0.73,0.41,253,7164.0,1.5,7164,142,1,93,100,100
254,0.73,0.41,254,7143.0,1.9,7143,221,1,116,100,100
255,0.73,0.41,255,7122.0,1.9,7122,195,1,105,100,100
256,0.73,0.41,256,7213.0,1.5,7213,139,1,94,100,100
257,0.73,0.41,257,7082.0,1.4,7082,162,1,114,100,100
258,0.73,0.41,258,7094.0,1.6,7094,183,1,113,100,100
259,0.73,0.41,259,7179.0,1.5,7179,160,1,109,100,100
260,0.73,0.41,260,7196.0,1.7,7196,180,1,107,100,100
261,0.73,0.41,261,7169.0,1.5,7169,155,1,106,100,100
262,0.73,0.41,262,7097.0,1.5,7097,165,1,113,100,100
263,0.73,0.41,263,7145.0,1.8,7145,201,1,113,100,100
264,0.73,0.41,264,3559.0,1.7,7118,149,2,90,100,100
265,0.73,0.41,265,3569.5,1.4,7139,171,2,119,100,100
266,0.73,0.41,266,7035.0,1.7,7035,190,1,112,100,100
267,0.73,0.41,267,7134.0,1.6,7134,173,1,108,100,100
268,0.73,0.41,268,3549.5,1.9,7099,196,2,105,100,100
269,0.73,0.41,269,3591.0,1.6,7182,173,2,110,100,100
270,0.73,0.41,270,7168.0,1.8,7168,182,1,99,100,100
271,0.73,0.41,271,3504.5,2.0,7009,228,2,115,100,100
272,0.73,0.41,272,7054.0,1.2,7054,138,1,112,100,100
273,0.73,0.41,273,7109.0,1.7,7109,186,1,112,100,100
274,0.73,0.41,274,7087.0,1.5,7087,179,1,121,100,100
275,0.73,0.41,275,7180.0,1.4,7180,141,1,99,100,100
276,0.73,0.41,276,7096.0,1.4,7096,174,1,124,100,100
277,0.73,0.41,277,7092.0,1.7,7092,178,1,102,100,100
278,0.73,0.41,278,7167.0,1.7,7167,163,1,96,100,100
279,0.73,0.41,279,3607.5,1.4,7215,171,2,125,100,100
280,0.73,0.41,280,3561.5,1.6,7123,190,2,119,100,100
281,0.73,0.41,281,7098.0,1.4,7098,160,1,111,100,100
282,0.73,0.41,282,7064.0,1.9,7064,219,1,114,100,100
283,0.73,0.41,283,7117.0,1.9,7117,188,1,101,100,100
284,0.73,0.41,284,7126.0,1.5,7126,169,1,111,100,100
285,0.73,0.41,285,7143.0,1.4,7143,158,1,114,100,100
286,0.73,0.41,286,3536.0,1.7,7072,193,2,113,100,100
287,0.73,0.41,287,7187.0,1.6,7187,129,1,83,100,100
288,0.73,0.41,288,7078.0,1.6,7078,206,1,130,100,100
289,0.73,0.41,289,7084.0,1.6,7084,173,1,107,100,100
290,0.73,0.41,290,7155.0,1.5,7155,148,1,101,100,100
291,0.73,0.41,291,3604.0,1.4,7208,146,2,108,100,100
292,0.73,0.41,292,7156.0,1.5,7156,151,1,101,100,100
293,0.73,0.41,293,7168.0,1.5,7168,133,1,88,100,100
294,0.73,0.41,294,7119.0,1.5,7119,170,1,110,100,100
295,0.73,0.41,295,7114.0,1.7,7114,188,1,113,100,100
296,0.73,0.41,296,7101.0,1.8,7101,207,1,118,100,100
297,0.73,0.41,297,7193.0,1.3,7193,143,1,106,100,100
298,0.73,0.41,298,7084.0,1.5,7084,168,1,109,100,100
299,0.73,0.41,299,7046.0,1.5,7046,204,1,134,100,100
